,Tweet User,Text,Retweets,Favorites,Replies,Datetime,FormattedDate,Hashtags,Permalink
716,OgenrwotAaron,"The year had started with an imposter syndrome, but after I got back to revising #OOP , #DataStructures, and #Algorithms I just feel it's a new year all together.... Applying for remote work again #NodeJS #Javascript #Java #reactjs #php",9,4,1,2020-01-04 06:03:18+00:00,Sat Jan 04 06:03:18 +0000 2020,#OOP #DataStructures #Algorithms #NodeJS #Javascript #Java #reactjs #php,https://twitter.com/OgenrwotAaron/status/1213340105554968577
717,JackieMJensen,"“I’m worldclass at *this thing* your team needs” > “I’m looking for anything remote” remote companies, like all companies, seek the right people to fill meaningful roles. if you’re looking for #remotework, work on explaining your skillset beyond the obvious “will work remote.”",0,4,0,2020-01-04 10:44:26+00:00,Sat Jan 04 10:44:26 +0000 2020,#remotework,https://twitter.com/JackieMJensen/status/1213410854697394181
718,larytertuliano,"I don’t get, if a job is #remote why is there any need for who wants to apply to be a citizen or be located in the same city that the company? #remotework",0,0,0,2020-01-04 12:40:23+00:00,Sat Jan 04 12:40:23 +0000 2020,#remote #remotework,https://twitter.com/larytertuliano/status/1213440034600312832
719,LogitechVC,How much do you know about telecommuting? Put your remote work knowledge to the test on #NationalTriviaDay. #workfromanywhere #telecommuting,4,45,2,2020-01-04 13:00:07+00:00,Sat Jan 04 13:00:07 +0000 2020,#NationalTriviaDay #workfromanywhere #telecommuting,https://twitter.com/LogitechVC/status/1213445002086498304
720,AhmadACutter,Missing a coffee machine but pretty chuffed how the home office is looking #WorkingFromHome #NeedMoreCoffee,0,4,3,2020-01-04 13:32:28+00:00,Sat Jan 04 13:32:28 +0000 2020,#WorkingFromHome #NeedMoreCoffee,https://twitter.com/AhmadACutter/status/1213453143515783168
721,IngramMicroOne,Are you ready for flextime and remote work and BYO devices and gig workers and all the rest? #2020 #worktrends,0,0,0,2020-01-04 14:00:01+00:00,Sat Jan 04 14:00:01 +0000 2020,#worktrends,https://twitter.com/IngramMicroOne/status/1213460076079521793
722,Chandni65569101,"Hi folks, My friend is looking for a Data Entry Remote work. Please comment on this if you have any info. #dataentry #remotework #lookingfor #workfromhome",0,0,0,2020-01-04 14:33:27+00:00,Sat Jan 04 14:33:27 +0000 2020,#dataentry #remotework #lookingfor #workfromhome,https://twitter.com/Chandni65569101/status/1213468490700611586
723,stefanieheiter,⁦@BridgeDistance⁩ #remotework Curious about Digital Isolation and productivity? Join us for a discussion at no cost to you! ,1,2,0,2020-01-04 14:34:10+00:00,Sat Jan 04 14:34:10 +0000 2020,#remotework,https://twitter.com/stefanieheiter/status/1213468667998064641
724,Asp1re_Jen,Bit of weekend #workingfromhome today. Cat getting in the way. Have locked her out of the room.,0,0,0,2020-01-04 14:39:14+00:00,Sat Jan 04 14:39:14 +0000 2020,#workingfromhome,https://twitter.com/Asp1re_Jen/status/1213469942110150656
725,CarolCLawrence,"Happy Saturday! It’s a working day for me. When you love what you do, shifting your work days around to accommodate your own schedule is just fine. I’m grateful to have the ability to work from home. 11 years and counting. #gratitude #workingfromhome ",0,4,1,2020-01-04 16:08:02+00:00,Sat Jan 04 16:08:02 +0000 2020,#gratitude #gratitude #workingfromhome,https://twitter.com/CarolCLawrence/status/1213492290989113345
726,Gina_Horkey,What is the hardest thing in your life right now? Would more income be the answer? More passion? Less debt? Or is there something else? Be real with us and retweet or reply with you answer. #VirtualAssistant #freelancer #podcast #sidehustle #remotework #SAHM #SAHD,0,1,2,2020-01-04 16:13:01+00:00,Sat Jan 04 16:13:01 +0000 2020,#VirtualAssistant #freelancer #podcast #sidehustle #remotework #SAHM #SAHD,https://twitter.com/Gina_Horkey/status/1213493543311941633
727,the_real_stacie,I’ve been working remotely for years & something I’m remembering now is that when people start working remote they don’t generally assume the others best intentions & it can be really anxiety inducing for them. That’s a skill you develop overtime. #remotework ,3,28,3,2020-01-04 17:00:57+00:00,Sat Jan 04 17:00:57 +0000 2020,#remotework,https://twitter.com/the_real_stacie/status/1213505607275143173
728,mrtrash757,"Worst thing about my current home office, no apot to display my planes and aviation collection. Great icebreaker on calls. Something to work on in 2020. #remotework ",0,1,1,2020-01-04 17:23:31+00:00,Sat Jan 04 17:23:31 +0000 2020,#remotework,https://twitter.com/mrtrash757/status/1213511288493617163
729,iambuksman,"Today, I created a couple of branches and pull requests on some of my repos using git bash. Also learned how to merge to the master on github. Awesome. Would like to learn scrum. #remotework #remote_dev #git #github",1,0,0,2020-01-04 17:29:10+00:00,Sat Jan 04 17:29:10 +0000 2020,#remotework #remote_dev #git #github,https://twitter.com/iambuksman/status/1213512708815015937
730,KanikaTolver,5 Pro Tips for Finding a Remote Job by Kanika Tolver #remotework #remotejobs #remoteworking,0,0,0,2020-01-04 17:33:51+00:00,Sat Jan 04 17:33:51 +0000 2020,#remotework #remotejobs #remoteworking,https://twitter.com/KanikaTolver/status/1213513889373151234
731,AmalgaNationInc,Numerous requests for Freelance Construction Estimators. Anyone w/ experience doing take offs and putting bids together looking for a gig? Let us know and we will send you more details #Construction #estimating #takeoff #freelance #freelancers #freelancer #bidding #remotework,0,1,1,2020-01-04 17:37:52+00:00,Sat Jan 04 17:37:52 +0000 2020,#Construction #estimating #takeoff #freelance #freelancers #freelancer #bidding #remotework,https://twitter.com/AmalgaNationInc/status/1213514899650990080
732,KimMaida,"I made some more sticker designs. #remotework dress code (for days with video calls). If I send these to production, are you a remote worker who would be interested in them? ",18,97,10,2020-01-04 17:44:30+00:00,Sat Jan 04 17:44:30 +0000 2020,#remotework,https://twitter.com/KimMaida/status/1213516569306947585
733,canadianciso,"made it a policy that remote work is allowed up to 3 days/week, in #infosec this is a must especially with a small team of 12 and my counterparts CIO &amp; CFO has allowed their staff the same privileges. everyone's happy, work is done and no drama.",0,0,0,2020-01-04 17:45:32+00:00,Sat Jan 04 17:45:32 +0000 2020,#infosec,https://twitter.com/canadianciso/status/1213516827105603590
734,GrowrkRemote,The fastest growing commute since 2010 is no commute! #remotework #workfromhome,0,3,0,2020-01-04 18:02:07+00:00,Sat Jan 04 18:02:07 +0000 2020,#remotework #workfromhome,https://twitter.com/GrowrkRemote/status/1213521000421191680
735,PaulaDW_,Remote work for #Salesforce Developer in UK see deets below #salesforcejob #sfdev #ohana,0,1,0,2020-01-04 18:35:27+00:00,Sat Jan 04 18:35:27 +0000 2020,#Salesforce #salesforcejob #sfdev #ohana,https://twitter.com/PaulaDW_/status/1213529390631542784
736,kubamikita,Who else is using @discordapp instead of @SlackHQ to communicate with the team? We switched to audio a long time ago and never looked back #business #slack #discord #remotework,0,1,1,2020-01-04 20:19:13+00:00,Sat Jan 04 20:19:13 +0000 2020,#business #slack #discord #remotework,https://twitter.com/kubamikita/status/1213555504103997444
737,snkhatris,Remote working is the next way of working and would lead to lost of savings for large organization and major benefits for startups. #IBM is a master at this since ages now. #remotework #remoteworking #remoteworkers,0,0,0,2020-01-04 20:28:34+00:00,Sat Jan 04 20:28:34 +0000 2020,#IBM #remotework #remoteworking #remoteworkers,https://twitter.com/snkhatris/status/1213557857305714688
738,JaneCareerCoach,"Have you ever wondered how to make the transition from corporate to #entrepreneurship? In this first episode of YOUR CAREER Podcast for 2020, @AnferneeC shares how he and his wife, Cindy Pham, founded Founders Connect and the #RemoteWork Summit and his e…",1,1,0,2020-01-04 21:36:37+00:00,Sat Jan 04 21:36:37 +0000 2020,#entrepreneurship #RemoteWork,https://twitter.com/JaneCareerCoach/status/1213574980379783172
739,HelloBSquared,How To Be A Better Remote Worker via @FastCompany #remotework #workfromhome,0,0,0,2020-01-04 21:40:04+00:00,Sat Jan 04 21:40:04 +0000 2020,#remotework #workfromhome,https://twitter.com/HelloBSquared/status/1213575848701366272
740,SEOexpertSD,Working from home perk 1: Doing a foot soak while working on my laptop #workingfromhome #seo,0,0,0,2020-01-04 22:22:52+00:00,Sat Jan 04 22:22:52 +0000 2020,#workingfromhome #seo,https://twitter.com/SEOexpertSD/status/1213586620655386625
741,NovelCoworking,"While working remotely has certainly become popular among businesses and #entrepreneurs, a noticeable challenge with #remote work is feeling isolated. Here’s how to overcome work-loneliness and keep the workday in drive. #coworking #loveyouroffice",0,1,0,2020-01-04 23:00:49+00:00,Sat Jan 04 23:00:49 +0000 2020,#entrepreneurs #remote #coworking #loveyouroffice,https://twitter.com/NovelCoworking/status/1213596173325524993
742,golangprojects,Open #job position: Back-End Engineer (Junior) at Eco [@eco] #RemoteWork #SanFrancisco #CA #golang #golangjobs #solidity #remote #remotejob #blockchain,3,4,0,2020-01-04 23:03:01+00:00,Sat Jan 04 23:03:01 +0000 2020,#job #RemoteWork #SanFrancisco #CA #golang #golangjobs #solidity #remote #remotejob #blockchain,https://twitter.com/golangprojects/status/1213596726709407746
743,dodo_work,"""For the majority of businesses today, the physical address of your company isn’t the place where work gets done."" #remotework #futureofwork @forbes",0,1,0,2020-01-05 00:07:16+00:00,Sun Jan 05 00:07:16 +0000 2020,#remotework #futureofwork,https://twitter.com/dodo_work/status/1213612895017295884
744,TimoHolz_,You think you know a lot about #remotework —and then you start writing a master thesis about it and are delighted about all the additional aspects you are discovering.,0,0,2,2020-01-05 01:44:02+00:00,Sun Jan 05 01:44:02 +0000 2020,#remotework,https://twitter.com/TimoHolz_/status/1213637244986306566
745,kentstuver,"Aboard a replica of The Pinta, one of Columbus' ships that sailed across the Atlantic to discover America. #laptoplifestyle #remotework ",0,2,0,2020-01-05 04:48:17+00:00,Sun Jan 05 04:48:17 +0000 2020,#laptoplifestyle #remotework,https://twitter.com/kentstuver/status/1213683613977468928
746,rachel_marcelle,"It's 1.06 am EST and my ideas are flowing like whoa...I'm so excited for Monday, I can't believe it. But that's enough for today and I'm going to bed now. (Dunno if I'll be able to sleep) See you on #SundayMorning Twitter! #remotework",0,0,0,2020-01-05 06:08:24+00:00,Sun Jan 05 06:08:24 +0000 2020,#SundayMorning #remotework,https://twitter.com/rachel_marcelle/status/1213703777452199939
747,PattenKayleigh,"Working at home VIBES.. x This bedding is an absolute god send, slept like a baby and I feel like I'm fully rested! x Absolutely perfect for #WorkingFromHome today, atleast until I have my amazing #CookedDinner later x Have the laziest Sunday ever! X",0,1,0,2020-01-05 09:46:00+00:00,Sun Jan 05 09:46:00 +0000 2020,#WorkingFromHome #CookedDinner,https://twitter.com/PattenKayleigh/status/1213758536456560640
748,S_2K,"I’m looking for a project to join as a tester. I’d prefer #Ruby and/or @rails. In case the team starts looking into @elixirlang (#Elixir), that would be very cool. Geographically: Northern Germany or Denmark. Of course #remote work is fine, too. More here:",0,0,0,2020-01-05 10:31:57+00:00,Sun Jan 05 10:31:57 +0000 2020,#Ruby #Elixir #remote,https://twitter.com/S_2K/status/1213770101725499392
749,SGInnseGall,I'm back in the office from tomorrow and will be available to negotiate 2020 contracts (virtual and on-site). #audit #hseq #compliance #remotework #iso9001 #iso14001 @CareersinAudit @H_S_E @WHO @UN_Women @UNDP @EmergencyMgtMag @MowiScotlandLtd @BoschGlobal @BoschRexrothUK,0,0,0,2020-01-05 11:13:19+00:00,Sun Jan 05 11:13:19 +0000 2020,#audit #hseq #compliance #remotework #iso9001 #iso14001,https://twitter.com/SGInnseGall/status/1213780511048515585
750,ta_community,This small city is the best place for remote work in America #Working,0,0,0,2020-01-05 12:30:30+00:00,Sun Jan 05 12:30:30 +0000 2020,#Working,https://twitter.com/ta_community/status/1213799934740312064
751,BiggDaddyKhalis,12 years about to be murdered #Hairwigger #WorkingFromHome ,0,1,1,2020-01-05 13:01:21+00:00,Sun Jan 05 13:01:21 +0000 2020,#Hairwigger #WorkingFromHome,https://twitter.com/BiggDaddyKhalis/status/1213807699449860096
752,skaragiannis,#bookmarkthis #FutureofWork:remotework ,0,2,0,2020-01-05 13:33:35+00:00,Sun Jan 05 13:33:35 +0000 2020,#bookmarkthis #FutureofWork,https://twitter.com/skaragiannis/status/1213815810722082817
753,QuieroViajarMx,This small city is the best place for remote work in America Vía #TravelLeisure,0,1,0,2020-01-05 14:15:11+00:00,Sun Jan 05 14:15:11 +0000 2020,#TravelLeisure,https://twitter.com/QuieroViajarMx/status/1213826280434675712
754,sococo,Global #remotework in 2020 ,1,1,0,2020-01-05 14:28:39+00:00,Sun Jan 05 14:28:39 +0000 2020,#remotework,https://twitter.com/sococo/status/1213829668547301377
755,BIS20181910He56,"As robots and AI become more advanced, Etihad could purchase these to complete remote work, such as handling bookings or dealing with inquiries. However, face-to-face communication will still be facilitated in offices #7g5",0,0,0,2020-01-05 14:53:40+00:00,Sun Jan 05 14:53:40 +0000 2020,#7g5,https://twitter.com/BIS20181910He56/status/1213835962717032448
756,kentstuver,"Pools by the bay on Miramar Beach, Florida. #laptoplifestyle #remotework ",0,1,0,2020-01-05 15:43:11+00:00,Sun Jan 05 15:43:11 +0000 2020,#laptoplifestyle #remotework,https://twitter.com/kentstuver/status/1213848423432151040
757,travelwithclem,"Truth: 90% of my travels were funded by #freelancework online. Still on the fence about working online? Here are the most common myths, debunked. #freelancework #remotework #onlinework",1,1,0,2020-01-05 16:30:53+00:00,Sun Jan 05 16:30:53 +0000 2020,#freelancework #freelancework #remotework #onlinework,https://twitter.com/travelwithclem/status/1213860428075417600
758,scribie_com,Let professionals handle it #RemoteWork #jobs,0,0,0,2020-01-05 17:18:10+00:00,Sun Jan 05 17:18:10 +0000 2020,#RemoteWork #jobs,https://twitter.com/scribie_com/status/1213872327156469767
759,camfilho,"""3 Ways I Improved My Remote Work"" Nice article by @jwbaldwin_ #DEVcommunity",0,3,2,2020-01-05 17:42:13+00:00,Sun Jan 05 17:42:13 +0000 2020,#DEVcommunity,https://twitter.com/camfilho/status/1213878382942924800
